Source,Target,Weight,Type
Dukkha,Hindle,1,directed
Dukkha,Mara,1,directed
Dukkha,Nyssa,1,directed
Dukkha,Tegan Jovanka,1,directed
Dymond,Fourth Doctor,1,directed
Dymond,K9 Mark II,1,directed
Dymond,Mandrel,1,directed
Dymond,Romana II,1,directed
Dymond,Tryst,1,directed
Dæmon,Azal,1,directed
Dæmon,Jo Grant,1,directed
Dæmon,John Benton,1,directed
Dæmon,Mike Yates,1,directed
Dæmon,Olive Hawthorne,1,directed
Dæmon,The Brigadier,1,directed
Dæmon,The Master,1,directed
Dæmon,Third Doctor,1,directed
Dæmon,Tom Osgood,1,directed
Eater of Light,Bill Potts,1,directed
Eater of Light,Nardole,1,directed
Eater of Light,Ninth Legion,1,directed
Eater of Light,The Master,1,directed
Eater of Light,Twelfth Doctor,1,directed
Eckersley,Aggedor (The Curse of Peladon),1,directed
Eckersley,Alpha Centauri (The Curse of Peladon),1,directed
Eckersley,Azaxyr,1,directed
Eckersley,Ettis,1,directed
Eckersley,Ice Lord,1,directed
Eckersley,Ice Warrior,1,directed
Eckersley,Sarah Jane Smith,1,directed
Eckersley,Third Doctor,1,directed
Edal,Dodo Chaplet,1,directed
Edal,First Doctor,1,directed
Edal,Steven Taylor,1,directed
Editor (Tardisode 12),Tenth Doctor,1,directed
Editor (Tardisode 12),Torchwood Institute,1,directed
Edward Travers,Alistair Gordon Lethbridge-Stewart,1,directed
Edward Travers,Great Intelligence,2,directed
Edward Travers,Jamie McCrimmon,2,directed
Edward Travers,Padmasambhava,1,directed
Edward Travers,Second Doctor,2,directed
Edward Travers,Thonmi,1,directed
Edward Travers,Victoria Waterfield,2,directed
Edwards (The Smugglers),Ben Jackson,1,directed
Edwards (The Smugglers),Cherub (The Smugglers),1,directed
Edwards (The Smugglers),First Doctor,1,directed
Edwards (The Smugglers),Polly Wright,1,directed
Edwards (The Smugglers),Samuel Pike,1,directed
Edwin Bracewell,Amy Pond,1,directed
Edwin Bracewell,Dalek,1,directed
Edwin Bracewell,Eleventh Doctor,1,directed
Edwin Bracewell,Winston Churchill,1,directed
Eelek,Jamie McCrimmon,1,directed
Eelek,Kroton (species),1,directed
Eelek,Second Doctor,1,directed
Eelek,Zoe Heriot,1,directed
Eight Legs,Fourth Doctor,1,directed
Eight Legs,John Benton,1,directed
Eight Legs,K'anpo Rimpoche,1,directed
Eight Legs,Lupton,1,directed
Eight Legs,Mike Yates,1,directed
Eight Legs,Sarah Jane Smith,1,directed
Eight Legs,The Brigadier,1,directed
Eight Legs,The Great One (Planet of the Spiders),1,directed
Eight Legs,Third Doctor,1,directed
Eighth Doctor,Chang Lee,1,directed
Eighth Doctor,Chris Parsons,1,directed
Eighth Doctor,Chronotis,1,directed
Eighth Doctor,Clare Keightley,1,directed
Eighth Doctor,Grace Holloway,1,directed
Eighth Doctor,K9 Mark II,1,directed
Eighth Doctor,Ohila,1,directed
Eighth Doctor,Romana II,1,directed
Eighth Doctor,Seventh Doctor,1,directed
Eighth Doctor,Skagra,1,directed
Eighth Doctor,The Master,1,directed
Eighth Doctor,War Doctor,1,directed
Einstein's liquid,Albert Einstein,1,directed
Einstein's liquid,Eleventh Doctor,1,directed
Einstein's liquid,Ood (Death is the Only Answer),1,directed
Eirak,Black Guardian,1,directed
Eirak,Fifth Doctor,1,directed
Eirak,Nyssa,1,directed
Eirak,Tegan Jovanka,1,directed
Eirak,Vislor Turlough,1,directed
El Akir,Barbara Wright,1,directed
El Akir,First Doctor,1,directed
El Akir,Ian Chesterton,1,directed
El Akir,Vicki Pallister,1,directed
Eldrad,Fourth Doctor,1,directed
Eldrad,Sarah Jane Smith,1,directed
Eleventh Doctor,79B Aickman Road,1,directed
Eleventh Doctor,Abigail Pettigrew,1,directed
Eleventh Doctor,Adolf Hitler,1,directed
Eleventh Doctor,Akhaten,1,directed
Eleventh Doctor,Alaya,2,directed
Eleventh Doctor,Albert Einstein,1,directed
Eleventh Doctor,Alonso Frame,1,directed
Eleventh Doctor,Amy Pond,39,directed
Eleventh Doctor,Amy Pond (The Girl Who Waited),1,directed
Eleventh Doctor,Angie Maitland,2,directed
Eleventh Doctor,Arthur Candy,1,directed
Eleventh Doctor,Artie Maitland,2,directed
Eleventh Doctor,Barnable,1,directed
Eleventh Doctor,Brian Cox,1,directed
Eleventh Doctor,Brian Williams (Dinosaurs on a Spaceship),2,directed
Eleventh Doctor,Canton Everett Delaware III,2,directed
Eleventh Doctor,Captain,2,directed
Eleventh Doctor,Carter (Let's Kill Hitler),2,directed
Eleventh Doctor,Clara Oswald,15,directed
Eleventh Doctor,Clara Oswald (The Bells of Saint John),1,directed
Eleventh Doctor,Craig Owens,2,directed
Eleventh Doctor,Cyberman,1,directed
Eleventh Doctor,Cyberman (Mondas),1,directed
Eleventh Doctor,Cyril Arwell,1,directed
Eleventh Doctor,Dalek,1,directed
Eleventh Doctor,Dalek Fleet,1,directed
Eleventh Doctor,Daleks,1,directed
Eleventh Doctor,Dermot O'Leary (National Television Awards),1,directed
Eleventh Doctor,Donna Noble,1,directed
Eleventh Doctor,Dorium Maldovar,3,directed
Eleventh Doctor,Dream Lord,1,directed
Eleventh Doctor,Edwin Bracewell,1,directed
Eleventh Doctor,Einstein's liquid,1,directed
Eleventh Doctor,Eleventh Doctor (Ganger),2,directed
Eleventh Doctor,Elizabeth I,1,directed
Eleventh Doctor,Elizabeth X,1,directed
Eleventh Doctor,Ellie Oswald,1,directed
Eleventh Doctor,Elliot Sardick,1,directed
Eleventh Doctor,Ganger,1,directed
Eleventh Doctor,Grand Marshall,1,directed
Eleventh Doctor,Great Intelligence,3,directed
Eleventh Doctor,Half-Face Man,1,directed
Eleventh Doctor,Handbot,1,directed
Eleventh Doctor,Handles,1,directed
Eleventh Doctor,Harvest ranger,1,directed
Eleventh Doctor,Hawthorne (The Beast Below),1,directed
Eleventh Doctor,Henry Avery,1,directed
Eleventh Doctor,House (The Doctor's Wife),1,directed
Eleventh Doctor,Idris,1,directed
Eleventh Doctor,Jack Harkness,1,directed
Eleventh Doctor,Jackie Tyler,1,directed
Eleventh Doctor,Jennifer Lucas (Ganger),1,directed
Eleventh Doctor,Jenny Flint,1,directed
Eleventh Doctor,John Riddell,1,directed
Eleventh Doctor,Julius Grayle,1,directed
Eleventh Doctor,Kahler-Jex,1,directed
Eleventh Doctor,Kahler-Tek,1,directed
Eleventh Doctor,Kate Stewart,2,directed
Eleventh Doctor,Kazran Sardick,1,directed
Eleventh Doctor,Kovarian,1,directed
Eleventh Doctor,Krafayis (Vincent and the Doctor),1,directed
Eleventh Doctor,Lily Arwell,1,directed
Eleventh Doctor,Liz 10,1,directed
Eleventh Doctor,Luke Smith,1,directed
Eleventh Doctor,Madge Arwell,1,directed
Eleventh Doctor,Martha Jones,1,directed
Eleventh Doctor,Mickey Smith,1,directed
Eleventh Doctor,Minotaur (The God Complex),1,directed
Eleventh Doctor,Miranda Cleaves,1,directed
Eleventh Doctor,Mister Sweet,1,directed
Eleventh Doctor,Mr Clever,1,directed
Eleventh Doctor,Mummy (The Rings of Akhaten),1,directed
Eleventh Doctor,Nefertiti,1,directed
Eleventh Doctor,Ood (Death is the Only Answer),1,directed
Eleventh Doctor,Ood (Pond Life),1,directed
Eleventh Doctor,Ood Sigma,1,directed
Eleventh Doctor,Paternoster Gang,5,directed
Eleventh Doctor,Peg doll (Night Terrors),1,directed
Eleventh Doctor,Petronella Osgood,1,directed
Eleventh Doctor,Prisoner Zero,1,directed
Eleventh Doctor,Rain God,1,directed
Eleventh Doctor,Rassilon,1,directed
Eleventh Doctor,Restac,1,directed
Eleventh Doctor,Richard Nixon,2,directed
Eleventh Doctor,River Song,13,directed
Eleventh Doctor,Rory Williams,28,directed
Eleventh Doctor,Rory Williams (Auton),1,directed
Eleventh Doctor,Rose Tyler,1,directed
Eleventh Doctor,Rosemary Kizlet,1,directed
Eleventh Doctor,Sarah Jane Smith,1,directed
Eleventh Doctor,Saturnyn,1,directed
Eleventh Doctor,Shakri,1,directed
Eleventh Doctor,Silent,3,directed
Eleventh Doctor,Skaldak,1,directed
Eleventh Doctor,Solomon (Dinosaurs on a Spaceship),1,directed
Eleventh Doctor,Sontarans,1,directed
Eleventh Doctor,Sophie (The Lodger),2,directed
Eleventh Doctor,Strax,1,directed
Eleventh Doctor,Supreme Dalek (Victory of the Daleks),1,directed
Eleventh Doctor,Sylvia Noble,1,directed
Eleventh Doctor,Tasha Lem,1,directed
Eleventh Doctor,Tenth Doctor,2,directed
Eleventh Doctor,Teselecta,1,directed
Eleventh Doctor,The Alliance (The Pandorica Opens),1,directed
Eleventh Doctor,The Curator,1,directed
Eleventh Doctor,The Doctor's TARDIS,1,directed
Eleventh Doctor,The Master,2,directed
Eleventh Doctor,The Moment,1,directed
Eleventh Doctor,Time Field,1,directed
Eleventh Doctor,Time zombie,1,directed
Eleventh Doctor,Twelfth Doctor,2,directed
Eleventh Doctor,Vastra,1,directed
Eleventh Doctor,Vigil,1,directed
Eleventh Doctor,Vincent van Gogh,2,directed
Eleventh Doctor,War Doctor,2,directed
Eleventh Doctor,Weeping Angel,3,directed
Eleventh Doctor,Weeping Angel (Good as Gold),1,directed
Eleventh Doctor,Wilfred Mott,1,directed
Eleventh Doctor,Winifred Gillyflower,1,directed
Eleventh Doctor,Winston Churchill,3,directed
Eleventh Doctor,Zygon Kate Stewart,1,directed
Eleventh Doctor (Ganger),Amy Pond,2,directed
Eleventh Doctor (Ganger),Eleventh Doctor,2,directed
Eleventh Doctor (Ganger),Ganger,1,directed
Eleventh Doctor (Ganger),Jennifer Lucas (Ganger),1,directed
Eleventh Doctor (Ganger),Miranda Cleaves,1,directed
Eleventh Doctor (Ganger),Rory Williams,2,directed
Elizabeth I,Carrionite,1,directed
Elizabeth I,Clara Oswald,1,directed
Elizabeth I,Dalek Fleet,1,directed
Elizabeth I,Eleventh Doctor,1,directed
Elizabeth I,Kate Stewart,1,directed
Elizabeth I,Martha Jones,1,directed
Elizabeth I,Petronella Osgood,1,directed
Elizabeth I,Tenth Doctor,2,directed
Elizabeth I,The Curator,1,directed
Elizabeth I,The Moment,1,directed
Elizabeth I,War Doctor,1,directed
Elizabeth I,William Shakespeare,1,directed
Elizabeth I,Zygon Kate Stewart,1,directed
Elizabeth X,Amy Pond,1,directed
Elizabeth X,Dorium Maldovar,1,directed
Elizabeth X,Eleventh Doctor,1,directed
Elizabeth X,River Song,1,directed
Elizabeth X,Rory Williams,1,directed
Elizabeth X,The Alliance (The Pandorica Opens),1,directed
Elizabeth X,Vincent van Gogh,1,directed
Elizabeth X,Winston Churchill,1,directed
Ellie Oswald,Clara Oswald,1,directed
Ellie Oswald,Eleventh Doctor,1,directed
Elliot Sardick,Abigail Pettigrew,1,directed
Elliot Sardick,Amy Pond,1,directed
Elliot Sardick,Eleventh Doctor,1,directed
Elliot Sardick,Kazran Sardick,1,directed
Elliot Sardick,Rory Williams,1,directed
Emojibot,Bill Potts,1,directed
Emojibot,Nardole,1,directed
Emojibot,Twelfth Doctor,1,directed
Emojibot,Vardy,1,directed
Empress of the Racnoss (The Runaway Bride),Donna Noble,1,directed
Empress of the Racnoss (The Runaway Bride),Sylvia Noble,1,directed
Empress of the Racnoss (The Runaway Bride),Tenth Doctor,1,directed
Empty Child,Jack Harkness,2,directed
Empty Child,Ninth Doctor,2,directed
Empty Child,Rose Tyler,2,directed
Engin,Fourth Doctor,1,directed
Engin,Goth,1,directed
Engin,Spandrell,1,directed
Engin,The Master,1,directed
Eric Klieg,Cyber-Controller (The Tomb of the Cybermen),1,directed
Eric Klieg,Cyberman,1,directed
Eric Klieg,Jamie McCrimmon,1,directed
Eric Klieg,Kaftan,1,directed
Eric Klieg,Peter Haydon,1,directed
Eric Klieg,Second Doctor,1,directed
Eric Klieg,Victoria Waterfield,1,directed
Eric Stahlman,Alastair Lethbridge-Stewart,1,directed
Eric Stahlman,Greg Sutton,1,directed
Eric Stahlman,John Benton,1,directed
Eric Stahlman,Keith Gold,1,directed
Eric Stahlman,Liz Shaw,1,directed
Eric Stahlman,Petra Williams,1,directed
Eric Stahlman,The Brigadier,1,directed
Eric Stahlman,Third Doctor,1,directed
Erisa Magambo,Christina de Souza,1,directed
Erisa Magambo,Stingray,1,directed
Erisa Magambo,Tenth Doctor,2,directed
Erisa Magambo,Time Beetle,1,directed
Ettis,Aggedor (The Curse of Peladon),1,directed
Ettis,Alpha Centauri (The Curse of Peladon),1,directed
Ettis,Azaxyr,1,directed
Ettis,Eckersley,1,directed
Ettis,Ice Lord,1,directed
Ettis,Ice Warrior,1,directed
Ettis,Sarah Jane Smith,1,directed
Ettis,Third Doctor,1,directed
Evelyn Smythe,Cyber-Controller,1,directed
Evelyn Smythe,Sixth Doctor,1,directed
Face of Boe,Casp,1,directed
Face of Boe,Cassandra O'Brien.Δ17,2,directed
Face of Boe,Hame,1,directed
Face of Boe,Jackie Tyler,2,directed
Face of Boe,Macra,1,directed
Face of Boe,Martha Jones,1,directed
Face of Boe,Matron,1,directed
Face of Boe,Mickey Smith,1,directed
Face of Boe,Ninth Doctor,1,directed
Face of Boe,Rose Tyler,2,directed
Face of Boe,Tenth Doctor,2,directed
Family of Blood,Tenth Doctor,2,directed
Family of Blood,Tim Latimer,2,directed
Federico,Fourth Doctor,1,directed
Federico,Hieronymous (The Masque of Mandragora),1,directed
Federico,Mandragora Helix,1,directed
Federico,Sarah Jane Smith,1,directed
Fendahl,Fourth Doctor,1,directed
Fendahl,K9 Mark I,1,directed
Fendahl,Leela,1,directed
Fendahl,Maximillian Stael,1,directed
Fenric,A. H. Millington,1,directed
Fenric,Ace,1,directed
Fenric,Haemovore,1,directed
Fenric,Ingiger,1,directed
Fenric,Seventh Doctor,1,directed
Field Major,Fourth Doctor,1,directed
Field Major,Harry Sullivan,1,directed
Field Major,Sarah Jane Smith,1,directed
Field Major,Styre,1,directed
Fifth Doctor,Ace,1,directed
Fifth Doctor,Adric,9,directed
Fifth Doctor,Alistair Gordon Lethbridge-Stewart,2,directed
Fifth Doctor,Ann Talbot,1,directed
Fifth Doctor,Black Dalek Leader,1,directed
Fifth Doctor,Black Guardian,3,directed
Fifth Doctor,Borusa,2,directed
Fifth Doctor,Chela,1,directed
Fifth Doctor,Cyber-Leader (Earthshock),1,directed
Fifth Doctor,Dalek,1,directed
Fifth Doctor,Davros,1,directed
Fifth Doctor,Dukkha,1,directed
Fifth Doctor,Eirak,1,directed
Fifth Doctor,First Doctor,1,directed
Fifth Doctor,Fourth Doctor,3,directed
Fifth Doctor,George Hutchinson,1,directed
Fifth Doctor,Gravis,1,directed
Fifth Doctor,Gustave Lytton,1,directed
Fifth Doctor,Hindle,1,directed
Fifth Doctor,Icthar,1,directed
Fifth Doctor,Jane Hampden,1,directed
Fifth Doctor,K9 (Storm in a Tikka) (page does not exist),1,directed
Fifth Doctor,K9 Mark III,1,directed
Fifth Doctor,Kamelion,3,directed
Fifth Doctor,Leela,1,directed
Fifth Doctor,Liz Shaw,1,directed
Fifth Doctor,Lord President,1,directed
Fifth Doctor,Madge Cranleigh,1,directed
Fifth Doctor,Malus,1,directed
Fifth Doctor,Mara,2,directed
Fifth Doctor,Mawdryn,1,directed
Fifth Doctor,Melanie Bush,1,directed
Fifth Doctor,Mike Yates,1,directed
Fifth Doctor,Morgus,1,directed
Fifth Doctor,Nyssa,14,directed
Fifth Doctor,Omega,1,directed
Fifth Doctor,Peri Brown,3,directed
Fifth Doctor,Rassilon,1,directed
Fifth Doctor,Richard Mace,1,directed
Fifth Doctor,Romana II,2,directed
Fifth Doctor,Sarah Jane Smith,2,directed
Fifth Doctor,Second Doctor,1,directed
Fifth Doctor,Seventh Doctor,1,directed
Fifth Doctor,Sharaz Jek,1,directed
Fifth Doctor,Sixth Doctor,2,directed
Fifth Doctor,Stotz,1,directed
Fifth Doctor,Susan Foreman,2,directed
Fifth Doctor,Tegan Jovanka,20,directed
Fifth Doctor,Tenth Doctor,1,directed
Fifth Doctor,Terileptil,1,directed
Fifth Doctor,Terileptil android,1,directed
Fifth Doctor,The Brigadier,1,directed
Fifth Doctor,The Master,6,directed
Fifth Doctor,The Rani,1,directed
Fifth Doctor,The Watcher (Logopolis),1,directed
Fifth Doctor,Third Doctor,2,directed
Fifth Doctor,Tractator,1,directed
Fifth Doctor,Urbankan,1,directed
Fifth Doctor,Victoria Waterfield,1,directed
Fifth Doctor,Vislor Turlough,11,directed
Fifth Doctor,White Guardian,1,directed
Fifth Doctor,Will Chandler,1,directed
Fifth Doctor,Wrack,1,directed
Finch (Invasion of the Dinosaurs),Butler (Invasion of the Dinosaurs),1,directed
Finch (Invasion of the Dinosaurs),Charles Grover,1,directed
Finch (Invasion of the Dinosaurs),John Benton,1,directed
Finch (Invasion of the Dinosaurs),Mike Yates,1,directed
Finch (Invasion of the Dinosaurs),Sarah Jane Smith,1,directed
Finch (Invasion of the Dinosaurs),The Brigadier,1,directed
Finch (Invasion of the Dinosaurs),Third Doctor,1,directed
Finch (Invasion of the Dinosaurs),Whitaker (Invasion of the Dinosaurs),1,directed
First Doctor,Alistair Gordon Lethbridge-Stewart,1,directed
First Doctor,Animus,1,directed
First Doctor,Archibald Hamish Lethbridge-Stewart,1,directed
First Doctor,Barbara Wright,16,directed
First Doctor,Ben Jackson,3,directed
First Doctor,Bennett (The Rescue),1,directed
First Doctor,Bill Potts,2,directed
First Doctor,Billy Clanton,1,directed
First Doctor,Black Dalek Leader,2,directed
First Doctor,Borusa,1,directed
First Doctor,Bret Vyon,1,directed
First Doctor,Cassandra (The Myth Makers),1,directed
First Doctor,Catherine de Medici,1,directed
First Doctor,Celestial Toymaker,1,directed
First Doctor,Chancellor (The Three Doctors),1,directed
First Doctor,Cherub (The Smugglers),1,directed
First Doctor,City Administrator (The Sensorites),1,directed
First Doctor,Clara Oswald,2,directed
First Doctor,Commander (The Sensorites),1,directed
First Doctor,Cutler (The Tenth Planet),1,directed
First Doctor,CyberMondan,1,directed
First Doctor,Cybermen,1,directed
First Doctor,Dalek,1,directed
First Doctor,Danny Pink,1,directed
First Doctor,Dodo Chaplet,6,directed
First Doctor,Edal,1,directed
First Doctor,Edwards (The Smugglers),1,directed
First Doctor,El Akir,1,directed
First Doctor,Fifth Doctor,1,directed
First Doctor,Forester (Planet of Giants),1,directed
First Doctor,Fourth Doctor,1,directed
First Doctor,Gaspard de Saux-Tavannes,1,directed
First Doctor,Heather (The Pilot),1,directed
First Doctor,Ian Chesterton,16,directed
First Doctor,Ike Clanton,1,directed
First Doctor,Jo Grant,1,directed
First Doctor,John Benton,1,directed
First Doctor,Johnny Ringo,1,directed
First Doctor,K9 Mark III,1,directed
First Doctor,Kal,1,directed
First Doctor,Katarina,2,directed
First Doctor,Lord President,1,directed
First Doctor,Léon Colbert,1,directed
First Doctor,Maaga,1,directed
First Doctor,Marco Polo,1,directed
First Doctor,Mavic Chen,1,directed
First Doctor,Maximilien Robespierre,1,directed
First Doctor,Mechonoid,1,directed
First Doctor,Monoid,1,directed
First Doctor,Morok,1,directed
First Doctor,Napoléon Bonaparte,1,directed
First Doctor,Nardole,2,directed
First Doctor,Nero,1,directed
First Doctor,Odysseus,1,directed
First Doctor,Omega,1,directed
First Doctor,Pa Clanton,1,directed
First Doctor,Palmer (The Three Doctors),1,directed
First Doctor,Phineas Clanton,1,directed
First Doctor,Polly Wright,3,directed
First Doctor,President (The Three Doctors),1,directed
First Doctor,Rassilon,1,directed
First Doctor,Rill,1,directed
First Doctor,Romana II,1,directed
First Doctor,Rusty (Into the Dalek),1,directed
First Doctor,Samuel Pike,1,directed
First Doctor,Sara Kingdom,1,directed
First Doctor,Sarah Jane Smith,1,directed
First Doctor,Second Doctor,3,directed
First Doctor,Seth Harper,1,directed
First Doctor,Steven Taylor,10,directed
First Doctor,Supreme Controller (The Dalek Invasion of Earth),1,directed
First Doctor,Susan Foreman,11,directed
First Doctor,Tegan Jovanka,1,directed
First Doctor,Tegana,1,directed
First Doctor,Template:Disputed,1,directed
First Doctor,The Brigadier,1,directed
First Doctor,The Master,3,directed
First Doctor,The Monk,2,directed
First Doctor,Third Doctor,2,directed
First Doctor,Thirteenth Doctor,1,directed
First Doctor,Time Lord (The Three Doctors),1,directed
First Doctor,Tlotoxl,1,directed
First Doctor,Twelfth Doctor,3,directed
First Doctor,Vicki Pallister,9,directed
First Doctor,Vislor Turlough,1,directed
First Doctor,WOTAN,1,directed
First Doctor,Yartek,1,directed
Fisher King,Clara Oswald,1,directed
Fisher King,Ghost,1,directed
Fisher King,Twelfth Doctor,1,directed
Florence Finnegan,Clive Jones,1,directed
Florence Finnegan,Francine Jones,1,directed
Florence Finnegan,Leo Jones,1,directed
Florence Finnegan,Martha Jones,1,directed
Florence Finnegan,Tenth Doctor,1,directed
Florence Finnegan,Tish Jones,1,directed
Forester (Planet of Giants),Barbara Wright,1,directed
Forester (Planet of Giants),First Doctor,1,directed
Forester (Planet of Giants),Ian Chesterton,1,directed
Forester (Planet of Giants),Susan Foreman,1,directed
Fourth Doctor,Ace,1,directed
Fourth Doctor,Adrasta,1,directed
Fourth Doctor,Adric,5,directed
Fourth Doctor,Alistair Gordon Lethbridge-Stewart,3,directed
Fourth Doctor,Ander Poul,1,directed
Fourth Doctor,Anti-matter creature,1,directed
Fourth Doctor,Astra of Atrios,1,directed
Fourth Doctor,Black Guardian,1,directed
Fourth Doctor,Borusa,1,directed
Fourth Doctor,Broton,1,directed
Fourth Doctor,Cessair of Diplos,1,directed
Fourth Doctor,Commander,1,directed
Fourth Doctor,Cyber-Leader (Revenge of the Cybermen),1,directed
Fourth Doctor,Cyberman,1,directed
Fourth Doctor,Dalek,1,directed
Fourth Doctor,Davros,2,directed
Fourth Doctor,Drax,1,directed
Fourth Doctor,Duggan,1,directed
Fourth Doctor,Dymond,1,directed
Fourth Doctor,Eight Legs,1,directed
Fourth Doctor,Eldrad,1,directed
Fourth Doctor,Engin,1,directed
Fourth Doctor,Federico,1,directed
Fourth Doctor,Fendahl,1,directed
Fourth Doctor,Field Major,1,directed
Fourth Doctor,Fifth Doctor,3,directed
Fourth Doctor,First Doctor,1,directed
Fourth Doctor,Gaztak,1,directed
Fourth Doctor,George Litefoot,1,directed
Fourth Doctor,Goth,1,directed
Fourth Doctor,Graff Vynda-K,1,directed
Fourth Doctor,Grendel of Gracht,1,directed
Fourth Doctor,Grugger,1,directed
Fourth Doctor,Hade,1,directed
Fourth Doctor,Harrison Chase,1,directed
Fourth Doctor,Harry Sullivan,7,directed
Fourth Doctor,Henry Gordon Jago,1,directed
Fourth Doctor,Hieronymous (The Masque of Mandragora),1,directed
Fourth Doctor,John Benton,3,directed
Fourth Doctor,K'anpo Rimpoche,1,directed
Fourth Doctor,K9 (Storm in a Tikka) (page does not exist),1,directed
Fourth Doctor,K9 Mark I,5,directed
Fourth Doctor,K9 Mark II,14,directed
Fourth Doctor,K9 Mark III,1,directed
Fourth Doctor,Kaldor android,1,directed
Fourth Doctor,Kellman,1,directed
Fourth Doctor,King Vampire,1,directed
Fourth Doctor,Kiy Uvanov,1,directed
Fourth Doctor,Kraal (species),1,directed
Fourth Doctor,Kroll,1,directed
Fourth Doctor,Krynoid,1,directed
Fourth Doctor,Leela,10,directed
Fourth Doctor,Li H'sen Chang,1,directed
Fourth Doctor,Lish Toos,1,directed
Fourth Doctor,Liz Shaw,1,directed
Fourth Doctor,Lord President,1,directed
Fourth Doctor,Lupton,1,directed
Fourth Doctor,Magnus Greel,1,directed
Fourth Doctor,Mandragora Helix,1,directed
Fourth Doctor,Mandrel,1,directed
Fourth Doctor,Marshal of Atrios,1,directed
Fourth Doctor,Marshman,1,directed
Fourth Doctor,Maximillian Stael,1,directed
Fourth Doctor,Meglos,1,directed
Fourth Doctor,Mehendri Solon,1,directed
Fourth Doctor,Melanie Bush,1,directed
Fourth Doctor,Mike Yates,2,directed
Fourth Doctor,Morbius,1,directed
Fourth Doctor,Movellan,1,directed
Fourth Doctor,Mr Sin,1,directed
Fourth Doctor,Nimon,1,directed
Fourth Doctor,Nyssa,3,directed
Fourth Doctor,Ogri,1,directed
Fourth Doctor,Oracle (Underworld),1,directed
Fourth Doctor,Pangol,1,directed
Fourth Doctor,Peri Brown,1,directed
Fourth Doctor,Ranquin,1,directed
Fourth Doctor,Rassilon,1,directed
Fourth Doctor,Romana I,6,directed
Fourth Doctor,Romana II,12,directed
Fourth Doctor,Rorvik,1,directed
Fourth Doctor,Rutan Host,1,directed
Fourth Doctor,Salamar,1,directed
Fourth Doctor,Sarah Jane Smith,16,directed
Fourth Doctor,Scaroth,1,directed
Fourth Doctor,Scientific Reform Society,1,directed
Fourth Doctor,Second Doctor,1,directed
Fourth Doctor,Seer,1,directed
Fourth Doctor,Seventh Doctor,1,directed
Fourth Doctor,Sixth Doctor,1,directed
Fourth Doctor,Soldeed,1,directed
Fourth Doctor,Spandrell,1,directed
Fourth Doctor,Stor,1,directed
Fourth Doctor,Styre,1,directed
Fourth Doctor,Susan Foreman,2,directed
Fourth Doctor,Sutekh,1,directed
Fourth Doctor,Taren Capel,1,directed
Fourth Doctor,Tegan Jovanka,2,directed
Fourth Doctor,Thawn,1,directed
Fourth Doctor,The Brigadier,2,directed
Fourth Doctor,The Captain,1,directed
Fourth Doctor,The Collector,1,directed
Fourth Doctor,The Great One (Planet of the Spiders),1,directed
Fourth Doctor,The Master,4,directed
Fourth Doctor,The Nucleus,1,directed
Fourth Doctor,The Rani,1,directed
Fourth Doctor,The Shadow,1,directed
Fourth Doctor,The Swarm (The Invisible Enemy),1,directed
Fourth Doctor,The Watcher (Logopolis),1,directed
Fourth Doctor,Third Doctor,3,directed
Fourth Doctor,Three Who Rule,1,directed
Fourth Doctor,Time Lord messenger (Genesis of the Daleks),1,directed
Fourth Doctor,Tryst,1,directed
Fourth Doctor,Vardan,1,directed
Fourth Doctor,Victoria Waterfield,1,directed
Fourth Doctor,Vislor Turlough,1,directed
Fourth Doctor,Vorus,1,directed
Fourth Doctor,West Lodge,1,directed
Fourth Doctor,White Guardian,2,directed
Fourth Doctor,Wirrn,1,directed
Fourth Doctor,Xanxia,1,directed
Fourth Doctor,Xoanon,1,directed
Francine Jones,Clive Jones,3,directed
Francine Jones,Dalek Caan,1,directed
Francine Jones,Davros,2,directed
Francine Jones,Donna Noble,2,directed
Francine Jones,Florence Finnegan,1,directed
Francine Jones,Gwen Cooper,2,directed
Francine Jones,Harriet Jones,1,directed
Francine Jones,Ianto Jones,2,directed
Francine Jones,Jack Harkness,4,directed
Francine Jones,Jackie Tyler,1,directed
Francine Jones,K9 Mark IV,1,directed
Francine Jones,Leo Jones,3,directed
Francine Jones,Luke Smith,2,directed
Francine Jones,Martha Jones,7,directed
Francine Jones,Mickey Smith,1,directed
Francine Jones,Mr Smith,2,directed
Francine Jones,Richard Lazarus,1,directed
Francine Jones,Rose Tyler,2,directed
Francine Jones,Sarah Jane Smith,2,directed
Francine Jones,Supreme Dalek (The Stolen Earth),2,directed
Francine Jones,Sylvia Noble,2,directed
Francine Jones,Tenth Doctor,7,directed
Francine Jones,Tenth Doctor (Journey's End),1,directed
Francine Jones,The Master,2,directed
Francine Jones,Tish Jones,4,directed
Francine Jones,Torajii,1,directed
Francine Jones,Wilfred Mott,2,directed
Frank Armitage,Clara Oswald,3,directed
Frank Armitage,Courtney Woods,1,directed
Frank Armitage,Cybermen,1,directed
Frank Armitage,Dalek,1,directed
Frank Armitage,Danny Pink,3,directed
Frank Armitage,Journey Blue,1,directed
Frank Armitage,Rusty (Into the Dalek),1,directed
Frank Armitage,Seb (The Caretaker),2,directed
Frank Armitage,Skovox Blitzer,1,directed
Frank Armitage,The Master,3,directed
Frank Armitage,Twelfth Doctor,3,directed
Futurekind,Jack Harkness,1,directed
